 7 -37.8899994  176.800003  0.000326100009  4.7210001E-06  0.0970399976 0.0817599967  0.111100003  0.0502000004  0.0732000023
 8 -37.9099998  176.729996  0.001238  4.84100019E-06  0.0964400023 0.0266299993  0.194700003  0.128600001  0.103200004
 9 -38.0999985  176.649994  0.00614000019  4.79299979E-06  0.0873600021 0.0109299999  0.134100005  0.0879599974  0.0698700026
 10 -37.8800011  176.839996  0.00615700008  4.7210001E-06  0.0970399976 0.0817599967  0.111100003  0.0502000004  0.0732000023
 11 -43.2200012  173.199997  0.00332899997  1.79100005E-06  0.01358 0.00563699985  0.0333300009  0.0219800007  0.02269
 18 -39.9900017  176.669998  0.00350399991  0.00157099997  0.0835499987 0.0385500006  0.0438299999  0.0984700024  0.0184099991
 21 -45.3300018  166.869995  0.000290199998  0.000144299993  0.172199994 0.0189399999  0.141299993  0.1778  0.178100005
 22 -38.6800003  177.979996  0.00608999981  0.00392200006  0.0371700004 0.0202200003  0.0908000022  0.0531499982  0.0627800003
 23 -42.25  172.649994  0.000681300007  6.95199997E-05  0.176300004 0.0340000018  0.152799994  0.0870399997  0.0201999992
 24 -42.2599983  172.580002  0.00151800003  5.38800014E-05  0.174899995 0.0185800008  0.139300004  0.0992799997  0.0343200006
 25 -42.2599983  172.679993  0.00258999993  6.95199997E-05  0.176300004 0.0340000018  0.152799994  0.0870399997  0.0201999992
 26 -40.4700012  176.440002  0.000536200008  0.00558699993  0.125100002 0.02874  0.0770099983  0.197099999  0.00736999977
 28 -40.4300003  176.470001  0.000240599999  0.00558699993  0.125100002 0.02874  0.0770099983  0.197099999  0.00736999977
 29 -40.3100014  176.330002  0.00455000019  0.00186700001  0.0933500007 0.0357300006  0.0885299966  0.1866  0.000852999976
 30 -43.9000015  168.860001  0.00329599995  0.000427199993  0.210800007 0.00943099987  0.1241  0.108900003  0.0177299995
 31 -41.6800003  175.509995  0.00261499989  0.00176200003  0.79460001 0.0075050001  0.0281099994  0.0120599996  2.99999992E-05
 32 -41.6800003  175.5  0.00261499989  0.00176200003  0.79460001  0.0075050001 0.0281099994  0.0120599996  2.99999992E-05
 33 -41.9000015  171.660004  0.000307600014  1.79100005E-06  0.0207199994 0.0654700026  0.0427099988  0.0297400001  0.01382
 34 -41.9000015  171.729996  0.000180300005  2.08599999E-06  0.0173700005 0.124300003  0.0314100012  0.0300099999  0.0159200002
 35 -42.0400009  171.589996  0.000400599994  3.3419999E-06  0.0219899993 0.0277600009  0.042750001  0.0272599999  0.0215300005
 36 -42.0499992  171.570007  0.00443299999  3.3419999E-06  0.0219899993 0.0277600009  0.042750001  0.0272599999  0.0215300005
 37 -37.9000015  178.600006  0.00615700008  0.00291500008  0.0219500009 0.00934999995  0.0312799998  0.0395600013  0.0100100003
 38 -44.6300011  167.699997  0.00145900005  0.0001319  0.243100002 0.0595100001  0.133300006  0.298999995  0.0120599996
 40 -44.5099983  167.610001  0.00111900002  0.00250900001  0.544099987 0.0388699993  0.172499999  0.257200003  0.0738200024
 42 -40.4300003  176.600006  0.000914799981  0.00132799998  0.197699994 0.0226700008  0.0729900002  0.152500004  0.0209899992
 45 -43.0400009  171.229996  0.000672599999  7.12300025E-05  0.102899998 0.01198  0.213499993  0.226500005  0.0124399997
 46 -43.0200005  171.199997  0.00334000005  7.12300025E-05  0.102899998 0.01198  0.213499993  0.226500005  0.0124399997
 47 -38.2299995  178.369995  0.00123299996  0.00572399981  0.0349900015 0.00719500007  0.0661000013  0.156200007  0.00617800001
 48 -38.25  178.369995  0.00358900009  0.00572399981  0.0349900015 0.00719500007  0.0661000013  0.156200007  0.00617800001
 49 -37.5800018  176.869995  0.00032739999  2.20199991E-06  0.0649200007 0.0112899998  0.0466499999  0.083039999  0.0214200001
 50 -37.7000008  176.809998  0.00124300004  2.75000002E-06  0.0576400012 0.0176999997  0.0525900014  0.0895500034  0.0312099997
 52 -40.5900002  176.139999  0.0034729999  0.00140399998  0.177399993 0.0265299994  0.111699998  0.0849300027  0.0836799964
 53 -43.1699982  170.710007  0.00255300011  0.000621200015  0.369100004 0.0131799998  0.222299993  0.260800004  0.03046
 55 -39.7299995  176.710007  0.000317500002  0.00132799998  0.0567499995 0.053890001  0.0149800004  0.1347  0.0035029999
 57 -42.7999992  171.619995  0.002569  0.000554200029  0.38319999  0.0063339998 0.237800002  0.254500002  0.00132000004
 58 -45.2099991  166.710007  5.85499984E-05  0.00266400003  0.700999975 0.0256900005  0.268900007  0.177300006  0.160899997
 59 -45.2099991  166.830002  0.00321800006  0.000530000019  0.317299992 0.0448700003  0.319599986  0.238100007  0.215800002
 60 -45.1699982  166.809998  0.00188899995  0.00309500005  0.782500029 0.0374599993  0.271699995  0.269600004  0.191599995
 61 -45.3199997  166.949997  0.00419500005  6.54899995E-05  0.115000002 0.0226700008  0.125100002  0.0496100001  0.00878600031
 62 -45.3899994  166.710007  0.00419500005  0.000409800006  0.288700014 0.0157500003  0.240600005  0.139200002  0.221100003
 63 -45.2400017  166.860001  0.00420300011  0.000530000019  0.317299992 0.0448700003  0.319599986  0.238100007  0.215800002
 64 -45.3400002  166.800003  0.00547999982  0.000144299993  0.172199994 0.0189399999  0.141299993  0.1778  0.178100005
 65 -45.2200012  167.039993  0.00321800006  6.95199997E-05  0.117899999 0.05009  0.0880400017  0.2289  0.0192099996
